Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,placeholder
0013a00001bqVofAAE,7/12/2019,9/11/2022,7/12/2019,Renewable,1
0013a00001bqvoTAAQ,1/3/2020,8/15/2024,1/3/2020,Renewable,1
0013a00001bqVreAAE,7/10/2019,7/10/2022,7/10/2019,Renewable,1
0013a00001bqVtaAAE,7/8/2019,7/8/2023,7/9/2020,Renewable,1
0013a00001bqVvvAAE,10/31/2019,10/30/2022,10/31/2019,Renewable,1
0013a00001bqvZxAAI,3/22/2019,,3/22/2019,Evergreen,0
0013a00001bqwCkAAI,7/26/2019,6/10/2023,5/26/2021,Renewable,1
0013a00001bqwg6AAA,7/26/2018,,7/26/2018,Evergreen,0
0013a00001bqwI9AAI,9/28/2017,,9/28/2017,Evergreen,0
0013a00001bqWiEAAU,7/15/2019,,7/15/2019,Evergreen,0
0013a00001bqwigAAA,6/21/2016,,3/17/2021,Evergreen,0
0013a00001bqWisAAE,1/11/2019,,1/11/2019,Evergreen,0
0013a00001bqwK5AAI,5/17/2017,8/16/2022,5/17/2017,Renewable,1
0013a00001bqwKPAAY,11/10/2016,,3/11/2021,Evergreen,0
0013a00001bqwOvAAI,2/13/2019,,2/13/2019,Evergreen,0
0013a00001bqwTlAAI,6/22/2018,10/1/2024,1/11/2022,Renewable,1
0013a00001bqwttAAA,6/24/2015,,6/24/2015,Evergreen,0
0013a00001bqwUoAAI,3/13/2019,3/12/2022,3/13/2019,Renewable,1
0013a00001bqWYcAAM,12/19/2017,10/18/2023,11/19/2021,Evergreen,0
0013a00001bqx14AAA,7/26/2019,7/25/2022,7/26/2019,Renewable,1
0013a00001bqx2gAAA,5/26/2016,11/25/2024,2/26/2022,Evergreen,0
0013a00001bqXQuAAM,7/11/2019,7/11/2022,7/11/2019,Renewable,1
0013a00001bqxTVAAY,5/8/2015,12/7/2022,1/2/2021,Renewable,1
0013a00001bqxwQAAQ,9/28/2018,4/23/2020,9/28/2018,Evergreen,0
0013a00001bqXX7AAM,12/20/2017,4/18/2022,2/8/2022,Renewable,1
0013a00001bqxYMAAY,11/27/2018,11/26/2023,11/27/2020,Renewable,1
0013a00001bqXYZAA2,6/27/2017,,2/25/2021,Evergreen,0
0013a00001bqxzXAAQ,2/1/2018,10/17/2022,10/18/2019,Renewable,1
0013a00001bqy0fAAA,4/29/2016,12/27/2023,4/28/2021,Renewable,1
0013a00001bqy0uAAA,11/16/2018,7/15/2023,7/16/2020,Renewable,1
0013a00001bqY5xAAE,8/16/2018,2/14/2023,2/15/2020,Renewable,1
0013a00001bqYbMAAU,8/15/2016,9/14/2022,8/15/2016,Renewable,1
0013a00001bqyc7AAA,10/29/2019,10/29/2022,10/29/2019,Renewable,1
0013a00001bqYd8AAE,1/17/2018,,1/17/2018,Evergreen,0
0013a00001bqyifAAA,11/13/2020,,11/13/2020,Evergreen,0
0013a00001bqyj9AAA,12/7/2018,,12/7/2018,Evergreen,0
0013a00001bqyk7AAA,7/25/2017,2/24/2025,2/25/2022,Evergreen,0
0013a00001bqYlRAAU,9/19/2019,9/18/2022,2/1/2021,Renewable,1
0013a00001bqYncAAE,8/23/2016,11/11/2022,11/12/2021,Renewable,1
0013a00001bqyq0AAA,9/26/2018,9/26/2021,9/26/2018,Renewable,1
0013a00001bqYscAAE,11/10/2015,,1/19/2021,Evergreen,0
0013a00001bqySlAAI,2/18/2019,,3/10/2021,Evergreen,0
0013a00001bqySqAAI,2/15/2017,10/31/2022,11/1/2021,Renewable,1
0013a00001bqyTPAAY,8/12/2020,8/11/2023,8/12/2020,Renewable,1
0013a00001bqYtuAAE,2/28/2019,,2/28/2019,Evergreen,0
0013a00001bqyvAAAQ,8/12/2019,,8/12/2019,Evergreen,0
0013a00001bqYVXAA2,7/11/2019,7/11/2022,7/11/2019,Renewable,1
0013a00001bqyX2AAI,5/18/2016,,12/22/2020,Evergreen,0
0013a00001bqYXyAAM,6/16/2017,9/15/2022,9/16/2020,Renewable,1
0013a00001bqYYIAA2,5/30/2018,9/22/2022,9/23/2019,Renewable,1
0013a00001bqz4WAAQ,10/1/2019,4/30/2023,1/26/2022,Renewable,1
0013a00001bqzH1AAI,9/29/2017,,9/29/2017,Evergreen,0
0013a00001bqzKyAAI,2/12/2019,,12/17/2020,Evergreen,0
0013a00001bqzL3AAI,4/12/2018,6/27/2023,6/28/2020,Renewable,1
0013a00001bqzQ3AAI,9/16/2019,10/15/2019,9/16/2019,Renewable,1
0013a00001bqzTgAAI,8/26/2019,8/26/2022,8/26/2019,Renewable,1
0013a00001bqzwHAAQ,2/19/2019,4/26/2024,4/27/2021,Renewable,1
0013a00001bqzXiAAI,3/27/2019,3/27/2024,3/28/2021,Renewable,1
0013a00001br0eGAAQ,1/14/2020,1/13/2021,1/14/2020,Renewable,1
0013a00001br0hyAAA,7/30/2019,7/30/2024,7/31/2021,Renewable,1
0013a00001br0IsAAI,11/15/2019,11/14/2024,11/15/2021,Renewable,1
0013a00001br0J7AAI,9/4/2019,9/4/2021,3/12/2021,Renewable,1
0013a00001br0VdAAI,5/1/2018,,5/1/2018,Evergreen,0
0013a00001br0xNAAQ,7/13/2020,7/12/2023,7/13/2020,Renewable,1
0013a00001br210AAA,3/21/2016,,3/21/2016,Evergreen,0
0013a00001br28QAAQ,4/27/2018,,4/27/2018,Evergreen,0
0013a00001br2cYAAQ,8/20/2019,8/19/2022,8/20/2019,Renewable,1
0013a00001br2dRAAQ,7/30/2019,,1/25/2021,Evergreen,0
0013a00001br2gqAAA,8/8/2019,9/7/2022,2/16/2021,Renewable,1
0013a00001br2LXAAY,9/20/2019,2/29/2024,1/28/2022,Renewable,1
0013a00001br2meAAA,2/18/2021,2/17/2024,10/19/2021,Renewable,1
0013a00001br2T2AAI,11/27/2018,,11/27/2018,Evergreen,0
0013a00001br2Z0AAI,11/24/2021,11/23/2022,11/24/2021,Renewable,1
0013a00001br3k3AAA,8/2/2019,12/1/2021,12/2/2020,Renewable,1
0013a00001br3nMAAQ,8/6/2019,,8/6/2019,Evergreen,0
0013a00001br48nAAA,11/19/2019,11/18/2023,11/19/2020,Renewable,1
0013a00001br49HAAQ,9/25/2019,9/25/2022,9/25/2019,Renewable,1
0013a00001brbfxAAA,8/15/2019,3/14/2025,3/15/2022,Renewable,1
0013a00001brbgqAAA,12/29/2021,12/28/2024,12/29/2021,Renewable,1
0013a00001brbJbAAI,8/14/2019,,8/14/2019,Evergreen,0
0013a00001brbk9AAA,9/18/2019,9/25/2021,9/26/2021,Renewable,1
0013a00001brbMVAAY,8/14/2019,8/14/2023,9/3/2021,Renewable,1
0013a00001brBqdAAE,9/13/2021,10/12/2024,10/13/2021,Renewable,1
0013a00001brbrZAAQ,9/30/2019,10/31/2022,11/1/2021,Renewable,1
0013a00001brbuJAAQ,1/3/2022,4/2/2025,1/3/2022,Renewable,1
0013a00001brbUtAAI,9/27/2019,9/26/2022,9/27/2019,Renewable,1
0013a00001brC4lAAE,10/31/2016,2/10/2021,2/11/2021,Evergreen,0
0013a00001brC7QAAU,12/20/2019,1/19/2024,1/20/2021,Renewable,1
0013a00001brCaeAAE,4/10/2018,,3/11/2021,Evergreen,0
0013a00001brcagAAA,9/30/2019,9/29/2022,9/30/2019,Renewable,1
0013a00001brcavAAA,8/19/2019,8/20/2022,8/19/2019,Renewable,1
0013a00001brCbrAAE,8/3/2018,,8/3/2018,Evergreen,0
0013a00001brCEEAA2,8/5/2019,8/4/2022,8/5/2019,Renewable,1
0013a00001brCelAAE,5/9/2019,,5/9/2019,Evergreen,0
0013a00001brCeRAAU,4/4/2019,,4/4/2019,Evergreen,0
0013a00001brCNoAAM,11/10/2015,,1/4/2021,Evergreen,0
0013a00001brCOSAA2,7/2/2018,,7/2/2018,Evergreen,0
0013a00001brcTVAAY,8/29/2019,9/28/2022,9/29/2021,Renewable,1
0013a00001brCUbAAM,8/16/2016,4/24/2020,8/16/2016,Evergreen,0
0013a00001brCUHAA2,1/23/2019,10/15/2019,1/23/2019,Evergreen,0
0013a00001brCXBAA2,5/5/2017,12/31/2022,1/1/2021,Renewable,1
0013a00001brCY4AAM,,,,Evergreen,0
0013a00001brEH2AAM,8/5/2019,8/5/2022,8/5/2019,Renewable,1
0013a00001brer9AAA,8/20/2019,8/27/2022,8/20/2019,Renewable,1
0013a00001brezDAAQ,8/15/2019,,8/15/2019,Evergreen,0
0013a00001brf8YAAQ,8/15/2019,8/14/2024,8/15/2021,Renewable,1
0013a00001brfOGAAY,1/5/2021,1/4/2024,1/5/2021,Renewable,1
0013a00001brfOkAAI,8/30/2019,8/29/2022,12/30/2020,Renewable,1
0013a00001brfQlAAI,6/25/2020,9/24/2023,6/25/2020,Renewable,1
0013a00001brg0CAAQ,8/16/2019,5/29/2020,8/16/2019,Evergreen,0
0013a00001brg4xAAA,8/28/2019,8/28/2023,8/29/2020,Renewable,1
0013a00001brgaVAAQ,9/9/2019,,9/9/2019,Evergreen,0
0013a00001brgpaAAA,8/29/2019,8/28/2022,8/29/2019,Renewable,1
0013a00001brgYZAAY,8/22/2019,8/21/2022,3/2/2021,Renewable,1
0013a00001brigIAAQ,2/16/2021,2/15/2024,2/16/2021,Renewable,1
0013a00001brikgAAA,8/19/2019,8/19/2023,8/20/2020,Renewable,1
0013a00001brinLAAQ,9/13/2021,9/12/2024,9/13/2021,Renewable,1
0013a00001brix1AAA,12/17/2020,12/16/2024,12/17/2021,Renewable,1
0013a00001brjDdAAI,8/19/2019,8/19/2023,8/20/2020,Renewable,1
0013a00001brjFtAAI,10/1/2019,9/30/2022,10/1/2019,Renewable,1
0013a00001brjMaAAI,8/20/2019,8/20/2022,8/20/2019,Renewable,1
0013a00001brkaVAAQ,10/7/2019,10/6/2022,4/30/2020,Renewable,1
0013a00001brkChAAI,8/20/2019,,8/20/2019,Evergreen,0
0013a00001brkeNAAQ,8/20/2019,8/19/2022,8/20/2019,Renewable,1
0013a00001brkeSAAQ,8/22/2019,8/22/2022,8/22/2019,Renewable,1
0013a00001brktDAAQ,8/26/2019,5/19/2024,12/7/2021,Renewable,1
0013a00001brkwWAAQ,8/20/2019,,8/20/2019,Evergreen,0
0013a00001brl5FAAQ,9/27/2018,10/26/2022,9/27/2021,Renewable,1
0013a00001brl6mAAA,8/20/2019,,8/20/2019,Evergreen,0
0013a00001brlBSAAY,8/21/2019,,1/13/2020,Evergreen,0
0013a00001brluaAAA,5/15/2020,5/14/2023,5/15/2020,Renewable,1
0013a00001brlvnAAA,8/21/2019,,8/21/2019,Evergreen,0
0013a00001brmB7AAI,9/19/2019,9/18/2022,9/19/2019,Renewable,1
0013a00001brmEkAAI,8/21/2019,8/21/2023,8/22/2020,Renewable,1
0013a00001brmFOAAY,10/26/2020,10/25/2022,10/26/2021,Renewable,1
0013a00001brMfuAAE,9/17/2019,9/17/2022,9/17/2019,Renewable,1
0013a00001brMtYAAU,8/22/2019,8/22/2022,8/22/2019,Renewable,1
0013a00001brmWpAAI,9/20/2019,9/19/2023,9/20/2020,Renewable,1
0013a00001brn1jAAA,6/22/2020,10/21/2021,10/22/2021,Renewable,1
0013a00001brNcjAAE,9/30/2019,11/29/2022,11/30/2019,Renewable,1
0013a00001brNhPAAU,8/16/2019,,8/16/2019,Evergreen,0
0013a00001brNoZAAU,8/7/2019,11/13/2020,8/7/2019,Evergreen,0
0013a00001brOsBAAU,4/22/2020,7/21/2024,7/22/2021,Renewable,1
0013a00001brovTAAQ,9/23/2019,7/22/2024,12/2/2021,Renewable,1
0013a00001brpcyAAA,10/1/2019,9/21/2021,9/22/2021,Renewable,1
0013a00001brPDGAA2,11/16/2020,11/15/2023,11/16/2020,Renewable,1
0013a00001brpgWAAQ,10/30/2017,8/27/2022,10/30/2017,Renewable,1
0013a00001brPKgAAM,8/7/2019,8/6/2022,8/7/2021,Renewable,1
0013a00001brPKlAAM,1/27/2020,1/26/2024,1/27/2021,Renewable,1
0013a00001brPXMAA2,9/21/2018,,9/21/2018,Evergreen,0
0013a00001brPZWAA2,8/26/2019,2/22/2024,2/23/2021,Renewable,1
0013a00001brQaUAAU,8/27/2019,8/26/2022,8/27/2021,Renewable,1
0013a00001brqbNAAQ,9/20/2019,9/19/2023,9/20/2020,Renewable,1
0013a00001brQfGAAU,9/30/2019,6/4/2023,10/8/2020,Renewable,1
0013a00001brQiFAAU,8/8/2019,9/7/2024,9/8/2021,Renewable,1
0013a00001brqiOAAQ,9/18/2019,12/16/2023,2/22/2021,Renewable,1
0013a00001brQkfAAE,8/8/2019,1/9/2020,12/10/2019,Renewable,1
0013a00001brqrGAAQ,9/28/2020,10/27/2023,9/28/2020,Renewable,1
0013a00001brqrLAAQ,8/23/2019,8/23/2024,8/30/2021,Renewable,1
0013a00001brQU2AAM,8/8/2019,11/5/2020,11/6/2020,Evergreen,0
0013a00001brquyAAA,12/2/2019,12/1/2022,4/1/2021,Renewable,1
0013a00001brqvIAAQ,9/9/2019,9/9/2022,9/9/2019,Renewable,1
0013a00001brqvSAAQ,9/23/2019,1/22/2023,1/23/2021,Renewable,1
0013a00001brqwaAAA,8/26/2019,,2/15/2021,Evergreen,0
0013a00001brQynAAE,8/21/2019,,3/2/2021,Evergreen,0
0013a00001brR1wAAE,8/9/2019,,8/9/2019,Evergreen,0
0013a00001brRBIAA2,8/13/2019,8/13/2022,8/13/2019,Renewable,1
0013a00001brRCzAAM,12/10/2019,12/9/2022,12/10/2019,Renewable,1
0013a00001brRHuAAM,12/24/2019,12/23/2022,12/24/2019,Renewable,1
0013a00001brS4XAAU,12/31/2021,12/30/2025,12/31/2022,Renewable,1
0013a00001brSddAAE,11/25/2020,11/24/2023,11/25/2020,Renewable,1
0013a00001brsdDAAQ,8/27/2019,7/26/2024,7/27/2021,Renewable,1
0013a00001brsdSAAQ,8/29/2019,8/28/2022,8/29/2019,Renewable,1
0013a00001brshZAAQ,9/13/2019,9/12/2022,9/13/2019,Renewable,1
0013a00001brsNPAAY,12/16/2019,12/15/2023,12/16/2020,Renewable,1
0013a00001brSpZAAU,8/9/2019,8/9/2022,8/9/2019,Renewable,1
0013a00001brSw5AAE,6/9/2021,6/8/2024,6/9/2021,Renewable,1
0013a00001brsYwAAI,4/1/2016,8/28/2022,4/1/2016,Renewable,1
0013a00001brszEAAQ,9/3/2019,9/3/2023,9/4/2020,Renewable,1
0013a00001brtbAAAQ,9/5/2019,9/5/2022,9/5/2019,Renewable,1
0013a00001brtiGAAQ,8/27/2019,8/27/2020,8/27/2019,Renewable,1
0013a00001brToHAAU,1/21/2020,8/11/2024,8/12/2021,Renewable,1
0013a00001bru8ZAAQ,9/4/2019,9/3/2022,7/2/2021,Renewable,1
0013a00001bruIoAAI,8/27/2019,,8/27/2019,Evergreen,0
0013a00001bruKVAAY,1/8/2018,12/7/2020,12/8/2020,Evergreen,0
0013a00001bruMMAAY,11/25/2019,11/24/2022,11/25/2019,Renewable,1
0013a00001brUn7AAE,8/10/2019,11/22/2023,8/10/2019,Renewable,1
0013a00001brupqAAA,9/18/2019,9/17/2022,9/18/2019,Renewable,1
0013a00001brv3jAAA,8/29/2019,8/28/2022,8/29/2021,Renewable,1
0013a00001brv4cAAA,9/17/2019,9/16/2022,9/17/2019,Renewable,1
0013a00001brv4XAAQ,9/15/2017,7/14/2022,9/15/2017,Renewable,1
0013a00001brv5GAAQ,8/28/2019,,8/28/2019,Evergreen,0
0013a00001brv8ZAAQ,8/28/2019,6/30/2024,11/3/2021,Renewable,1
0013a00001brvFfAAI,8/30/2019,8/30/2022,3/18/2021,Renewable,1
0013a00001brvgrAAA,9/17/2019,9/16/2024,9/17/2021,Renewable,1
0013a00001brvVOAAY,8/29/2019,8/28/2020,8/29/2019,Renewable,1
0013a00001brW1AAAU,5/13/2020,,5/13/2020,Evergreen,0
0013a00001brW1eAAE,9/30/2019,9/29/2022,9/30/2019,Renewable,1
0013a00001brW2DAAU,8/12/2019,11/5/2019,8/12/2019,Evergreen,0
0013a00001brW3fAAE,8/12/2019,8/12/2024,8/13/2021,Renewable,1
0013a00001brw7GAAQ,8/30/2019,,8/30/2019,Evergreen,0
0013a00001brwB7AAI,8/30/2019,9/25/2019,8/30/2019,Evergreen,0
0013a00001brWbJAAU,8/12/2019,8/12/2022,8/12/2019,Renewable,1
0013a00001brWh7AAE,8/16/2019,6/15/2023,10/16/2021,Renewable,1
0013a00001brwNQAAY,8/29/2019,8/29/2023,8/30/2020,Renewable,1
0013a00001brwopAAA,10/18/2019,10/18/2022,10/18/2019,Renewable,1
0013a00001brwoVAAQ,11/25/2018,2/23/2023,11/26/2019,Renewable,1
0013a00001brwPwAAI,9/23/2019,9/22/2022,9/23/2019,Renewable,1
0013a00001brwq7AAA,9/30/2019,9/29/2022,9/30/2019,Renewable,1
0013a00001brWwQAAU,8/12/2019,10/23/2022,10/24/2019,Renewable,1
0013a00001brX8wAAE,9/12/2019,12/21/2020,9/12/2019,Evergreen,0
0013a00001brXktAAE,8/12/2019,8/12/2020,8/13/2020,Renewable,1
0013a00001brxuLAAQ,6/30/2015,10/15/2022,3/17/2021,Renewable,1
0013a00001brxwlAAA,9/3/2019,9/3/2022,9/3/2019,Renewable,1
0013a00001brxxyAAA,8/30/2019,,8/30/2019,Evergreen,0
0013a00001brXxYAAU,8/12/2019,8/12/2021,8/13/2020,Renewable,1
0013a00001brxZ9AAI,11/18/2019,2/23/2024,3/15/2021,Renewable,1
0013a00001brY3gAAE,8/12/2019,8/12/2022,8/12/2019,Renewable,1
0013a00001bry7UAAQ,9/18/2019,9/17/2022,9/18/2019,Renewable,1
0013a00001bry8rAAA,11/10/2016,,2/28/2021,Evergreen,0
0013a00001bryGQAAY,8/30/2019,8/30/2023,8/31/2020,Renewable,1
0013a00001brZ5sAAE,8/14/2019,2/13/2025,2/14/2022,Renewable,1
0013a00001brZb4AAE,8/16/2019,8/15/2024,8/16/2021,Renewable,1
0013a00001brZcRAAU,12/31/2020,12/30/2023,12/31/2020,Renewable,1
0013a00001brZMsAAM,8/15/2019,8/15/2020,8/15/2019,Renewable,1
0013a00001brZqtAAE,9/6/2019,9/5/2022,9/6/2019,Renewable,1
0013a00001brZsfAAE,8/13/2019,6/12/2020,6/13/2020,Renewable,1
0013a00001brzt4AAA,12/19/2019,12/18/2022,12/19/2019,Renewable,1
0013a00001brzuxAAA,9/3/2019,9/30/2019,9/3/2019,Evergreen,0
0013a00001brZxpAAE,8/28/2020,8/27/2022,8/28/2021,Renewable,1
0013a00001bs0dcAAA,9/4/2019,12/21/2024,12/22/2021,Renewable,1
0013a00001bs0iwAAA,9/12/2019,4/11/2023,7/15/2021,Renewable,1
0013a00001bs0jBAAQ,9/3/2019,1/29/2020,9/3/2019,Evergreen,0
0013a00001bs0jGAAQ,9/19/2019,9/18/2022,9/19/2019,Renewable,1
0013a00001bs0jzAAA,10/25/2019,10/24/2023,10/25/2020,Renewable,1
0013a00001bs0nDAAQ,2/20/2020,,2/20/2020,Evergreen,0
0013a00001bs0nIAAQ,10/21/2019,10/20/2022,2/3/2021,Renewable,1
0013a00001bs0UEAAY,9/3/2019,,9/3/2019,Evergreen,0
0013a00001bs0WFAAY,10/4/2019,10/3/2022,8/25/2020,Renewable,1
0013a00001bs0xeAAA,5/7/2019,7/6/2024,11/24/2021,Evergreen,0
0013a00001bs15wAAA,9/3/2019,,9/3/2019,Evergreen,0
0013a00001bs16fAAA,8/12/2020,8/11/2023,8/12/2020,Renewable,1
0013a00001bs1DmAAI,1/29/2020,1/29/2020,1/29/2020,Renewable,1
0013a00001bs1PiAAI,9/3/2019,,9/3/2019,Evergreen,0
0013a00001bs22nAAA,1/30/2021,3/29/2024,1/23/2022,Renewable,1
0013a00001bs289AAA,12/24/2020,12/23/2022,12/24/2021,Renewable,1
0013a00001bs2AAAAY,11/8/2019,11/7/2023,11/8/2020,Renewable,1
0013a00001bs2QXAAY,9/10/2019,9/10/2023,9/11/2020,Renewable,1
0013a00001bs2S9AAI,9/12/2019,9/11/2023,9/12/2020,Renewable,1
0013a00001bs3dmAAA,9/30/2020,9/29/2023,9/30/2020,Renewable,1
0013a00001bs3hyAAA,10/24/2018,,10/24/2018,Evergreen,0
0013a00001bs3jQAAQ,3/30/2020,3/29/2022,3/30/2021,Renewable,1
0013a00001bs3nIAAQ,8/20/2021,8/19/2022,8/20/2021,Renewable,1
0013a00001bs3vqAAA,10/29/2019,10/28/2021,10/29/2021,Renewable,1
0013a00001bs3yZAAQ,9/5/2019,10/3/2022,10/3/2019,Renewable,1
0013a00001bs48ZAAQ,9/11/2019,9/11/2022,9/11/2019,Renewable,1
0013a00001bs5LPAAY,12/1/2019,11/30/2022,12/22/2021,Renewable,1
0013a00001bs5SGAAY,5/5/2020,5/4/2023,5/5/2020,Renewable,1
0013a00001bs5ZHAAY,4/25/2019,9/10/2022,9/11/2019,Renewable,1
0013a00001bs6kPAAQ,8/30/2019,8/30/2022,11/10/2021,Renewable,1
0013a00001bs8ynAAA,9/10/2019,9/9/2021,9/10/2020,Renewable,1
0013a00001bs92pAAA,9/9/2019,9/9/2022,9/9/2019,Renewable,1
0013a00001bs93nAAA,9/11/2019,11/10/2024,1/11/2022,Renewable,1
0013a00001bs94MAAQ,7/1/2021,6/30/2023,7/1/2021,Renewable,1
0013a00001bsa1zAAA,9/26/2019,9/25/2022,9/26/2021,Renewable,1
0013a00001bsa3MAAQ,9/26/2019,9/25/2021,9/26/2020,Renewable,1
0013a00001bsa4tAAA,10/29/2019,,10/29/2019,Evergreen,0
0013a00001bsa4ZAAQ,9/26/2019,9/25/2024,9/26/2021,Renewable,1
0013a00001bsa7xAAA,11/11/2019,11/10/2022,11/11/2019,Renewable,1
0013a00001bsABHAA2,10/30/2019,10/29/2022,12/31/2019,Renewable,1
0013a00001bsBhBAAU,10/1/2019,9/30/2023,10/1/2020,Renewable,1
0013a00001bsBhLAAU,9/17/2019,9/17/2022,9/17/2019,Renewable,1
0013a00001bsbKcAAI,10/3/2019,10/2/2022,10/3/2019,Renewable,1
0013a00001bsBlhAAE,9/10/2019,,9/10/2019,Evergreen,0
0013a00001bsBlwAAE,9/17/2019,9/16/2022,9/17/2019,Renewable,1
0013a00001bsbN7AAI,9/25/2019,3/24/2024,3/25/2021,Evergreen,0
0013a00001bsBnqAAE,2/1/2022,8/31/2025,9/1/2022,Renewable,1
0013a00001bsbpXAAQ,9/26/2019,,9/26/2019,Evergreen,0
0013a00001bsBrwAAE,9/10/2019,9/9/2023,9/10/2020,Renewable,1
0013a00001bsby9AAA,9/27/2019,9/26/2020,9/27/2019,Renewable,1
0013a00001bsc2VAAQ,10/21/2019,5/31/2024,6/1/2021,Renewable,1
0013a00001bscEdAAI,1/1/2022,3/31/2025,4/1/2024,Renewable,1
0013a00001bsCH7AAM,11/19/2020,8/13/2023,11/19/2020,Renewable,1
0013a00001bscIyAAI,11/1/2019,7/6/2020,11/1/2019,Evergreen,0
0013a00001bsCJNAA2,9/13/2019,9/13/2022,9/13/2019,Renewable,1
0013a00001bsCRCAA2,8/29/2016,,8/29/2016,Evergreen,0
0013a00001bscxmAAA,9/26/2019,12/25/2023,12/26/2020,Evergreen,0
0013a00001bsCZGAA2,9/17/2019,9/16/2022,9/17/2019,Renewable,1
0013a00001bsDqzAAE,9/20/2019,9/19/2024,9/20/2021,Renewable,1
0013a00001bsDRAAA2,9/12/2019,8/31/2021,9/1/2021,Renewable,1
0013a00001bsDs2AAE,6/8/2020,6/7/2022,11/12/2021,Renewable,1
0013a00001bsE3wAAE,11/4/2020,,11/4/2020,Evergreen,0
0013a00001bsE4QAAU,6/27/2016,,6/27/2016,Evergreen,0
0013a00001bsEAYAA2,9/26/2019,9/25/2023,9/26/2021,Renewable,1
0013a00001bsECoAAM,10/18/2019,10/17/2022,10/18/2019,Renewable,1
0013a00001bsED3AAM,10/14/2021,10/13/2023,10/14/2021,Renewable,1
0013a00001bsEeVAAU,3/2/2020,3/1/2022,3/2/2021,Renewable,1
0013a00001bsEFiAAM,9/20/2019,9/19/2022,9/20/2019,Renewable,1
0013a00001bsEGbAAM,9/25/2019,10/22/2022,10/23/2019,Renewable,1
0013a00001bsEHyAAM,9/12/2019,,9/12/2019,Evergreen,0
0013a00001bsEI8AAM,2/1/2021,1/31/2025,2/1/2022,Renewable,1
0013a00001bsEj1AAE,9/19/2019,11/14/2022,11/15/2019,Renewable,1
0013a00001bsELCAA2,9/27/2019,9/26/2022,9/27/2019,Renewable,1
0013a00001bsEOaAAM,9/19/2019,,12/18/2020,Evergreen,0
0013a00001bseuvAAA,9/30/2019,9/7/2024,9/8/2021,Renewable,1
0013a00001bsEUxAAM,3/14/2019,4/30/2023,5/1/2020,Renewable,1
0013a00001bsFaxAAE,9/16/2019,9/16/2022,3/5/2021,Renewable,1
0013a00001bsFb7AAE,9/13/2019,,9/13/2019,Evergreen,0
0013a00001bsfBZAAY,9/30/2019,,9/30/2019,Evergreen,0
0013a00001bsfP7AAI,8/31/2021,10/30/2024,10/31/2021,Renewable,1
0013a00001bsFQ2AAM,9/13/2019,,9/13/2019,Evergreen,0
0013a00001bsFT1AAM,10/31/2019,11/29/2022,8/31/2021,Renewable,1
0013a00001bsFTVAA2,10/29/2019,10/28/2022,10/29/2019,Renewable,1
0013a00001bsFy7AAE,9/19/2019,9/18/2022,2/1/2022,Renewable,1
0013a00001bsG1BAAU,12/2/2019,12/1/2022,12/2/2019,Renewable,1
0013a00001bsG3IAAU,9/27/2019,9/26/2020,9/27/2019,Renewable,1
0013a00001bsGujAAE,10/1/2019,9/30/2021,10/1/2019,Renewable,1
0013a00001bsI39AAE,10/18/2019,10/17/2023,11/3/2021,Renewable,1
0013a00001bsIa6AAE,9/16/2019,9/15/2022,9/16/2019,Renewable,1
0013a00001bsIbdAAE,9/13/2019,,9/13/2019,Evergreen,0
0013a00001bsIQoAAM,9/30/2019,9/30/2019,9/30/2019,Renewable,1
0013a00001bsIVtAAM,10/14/2019,8/13/2020,10/14/2021,Renewable,1
0013a00001bsIwdAAE,7/8/2019,7/8/2023,12/21/2020,Renewable,1
0013a00001bsIZmAAM,6/22/2020,6/21/2023,6/22/2020,Renewable,1
0013a00001bsjb5AAA,10/21/2019,10/20/2020,10/21/2019,Renewable,1
0013a00001bsjchAAA,9/30/2019,9/29/2022,7/27/2020,Renewable,1
0013a00001bsjiSAAQ,2/18/2020,2/17/2023,2/18/2020,Renewable,1
0013a00001bsJM7AAM,11/11/2016,,11/11/2016,Evergreen,0
0013a00001bsjMzAAI,9/30/2019,12/4/2022,12/5/2019,Renewable,1
0013a00001bsjN9AAI,9/30/2019,11/30/2023,12/1/2020,Renewable,1
0013a00001bsjnXAAQ,9/30/2019,9/29/2022,3/15/2021,Renewable,1
0013a00001bsjYfAAI,10/20/2019,,10/20/2019,Evergreen,0
0013a00001bsjzyAAA,9/30/2019,9/29/2023,9/30/2020,Renewable,1
0013a00001bskAmAAI,10/15/2019,10/14/2023,10/15/2020,Renewable,1
0013a00001bskCOAAY,8/28/2020,8/27/2022,8/28/2021,Renewable,1
0013a00001bskCsAAI,11/26/2019,11/25/2022,11/26/2019,Renewable,1
0013a00001bskDaAAI,10/21/2019,10/20/2022,3/8/2021,Renewable,1
0013a00001bsKs5AAE,10/1/2019,9/30/2022,10/1/2021,Renewable,1
0013a00001bsKufAAE,9/17/2019,9/16/2022,9/17/2021,Renewable,1
0013a00001bsKuGAAU,8/24/2020,8/23/2023,8/24/2020,Renewable,1
0013a00001bsL1lAAE,9/16/2019,9/15/2022,3/15/2021,Renewable,1
0013a00001bsL7xAAE,9/26/2019,9/25/2022,9/26/2019,Renewable,1
0013a00001bsLADAA2,9/24/2019,9/23/2023,9/24/2020,Renewable,1
0013a00001bsLB6AAM,9/30/2019,9/29/2022,9/30/2019,Renewable,1
